,District,Neighborhood,Furnished,Available for Loan,Elevator,Household appliances,Air conditioning,Terrace,Washing Machine,Laundry room,Closed Garage,Parking Lot,Kitchen,Next to sea shore,Hospital,High school,Market,Police station,Gym,Primary School-Secondary School,Highway,Airport,Metro,Bus stop,Sea,City,Top floor,Ground floor,sqrt_m2,totalrooms,buildingage,floorloc,numberoffloors,bathroom_count,has_balcony,heating_grouped,distgrouped,price_updated,district_encoded,price_per_m2,security_features,water_features,cephe_yonu,toplam_cephe,sanitasyon_score,banyo_durumu,havuz_tipi,havuz_var,luxury_pool_score,is_smart_home,luxury_score,smart_home_impact
78,Esenyurt,İstiklal Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.142135623730953,7.0,1.0,-4.0,5,2,1.0,natural_gas,Esenyurt,7600000.0,280980.89225941425,38000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
79,Gaziosmanpaşa,Karlıtepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.832396974191326,5.0,4.0,3.0,4,2,1.0,natural_gas,Gaziosmanpaşa,11000000.0,402936.0554435484,50000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
80,Çekmeköy,Merkez Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.730919862656236,7.0,13.0,0.0,4,3,1.0,natural_gas,Çekmeköy,13500000.0,378758.4229607251,62211.98156682028,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
81,Esenyurt,Osmangazi Mh.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,8.12403840463596,2.0,7.5,-2.0,6,1,0.0,natural_gas,Esenyurt,1900000.0,280980.89225941425,28787.878787878788,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
82,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9498743710662,3.0,23.0,1.0,2,1,1.0,natural_gas,Kartal,4140000.0,526419.6984924623,41818.181818181816,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
83,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.723805294763608,4.0,0.0,1.0,4,2,1.0,natural_gas,Kartal,4400000.0,526419.6984924623,38260.86956521739,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
84,Kartal,Esentepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.832159566199232,4.0,0.0,9.0,25,2,1.0,other,Kartal,19300000.0,526419.6984924623,137857.14285714287,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
85,Kartal,Esentepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,0.0,5.0,6,1,1.0,natural_gas,Kartal,7600000.0,526419.6984924623,95000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
86,Kartal,Kordonboyu Mah.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.071067811865476,1.0,0.0,27.0,30,1,1.0,fancoil,Kartal,9000000.0,526419.6984924623,180000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
87,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,11.180339887498947,4.0,28.0,1.0,10,1,1.0,central,Kartal,6900000.0,526419.6984924623,55200.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
88,Kartal,Petroliş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.269427669584644,3.0,7.5,4.0,8,1,1.0,natural_gas,Kartal,9600000.0,526419.6984924623,75590.55118110236,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
89,Kartal,Uğur Mumcu Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.366600265340756,2.0,7.5,1.0,10,1,1.0,other,Kartal,5750000.0,526419.6984924623,82142.85714285714,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
90,Kartal,Yakacık Çarşı Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.674794331177344,5.0,7.5,13.0,13,2,1.0,natural_gas,Kartal,16800000.0,526419.6984924623,89839.57219251337,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
91,Kartal,Karlıktepe Mh.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.366600265340756,1.0,0.0,25.0,30,1,1.0,other,Kartal,7300000.0,526419.6984924623,104285.71428571428,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
92,Kartal,Cevizli Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.746794344808963,3.0,0.0,2.0,5,1,1.0,natural_gas,Kartal,6960000.0,526419.6984924623,73263.15789473684,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
93,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.774964387392123,3.0,0.0,3.0,24,1,1.0,other,Kartal,8900000.0,526419.6984924623,115584.4155844156,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
94,Kartal,Atalar Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41640786499874,5.0,3.0,4.0,4,2,1.0,natural_gas,Kartal,11780000.0,526419.6984924623,65444.444444444445,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
95,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.180339887498947,4.0,4.0,2.0,6,2,1.0,natural_gas,Kartal,6800000.0,526419.6984924623,54400.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
96,Kartal,Soğanlık Yeni Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,4.0,3.0,3.0,6,1,1.0,natural_gas,Kartal,9600000.0,526419.6984924623,80000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
97,Kartal,Karlıktepe Mh.,Yes,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,4.0,7.5,4.0,5,1,0.0,natural_gas,Kartal,8200000.0,526419.6984924623,74545.45454545454,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
98,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.180339887498947,4.0,7.5,3.0,6,1,1.0,natural_gas,Kartal,6400000.0,526419.6984924623,51200.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
99,Kartal,Yakacık Yeni Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,10.0,3.0,18.0,0.0,11,1,1.0,central,Kartal,5600000.0,526419.6984924623,56000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
100,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.848857801796104,3.0,0.0,0.5,24,1,1.0,other,Kartal,7600000.0,526419.6984924623,78350.51546391753,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
101,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.591663046625438,4.0,2.0,1.0,6,1,1.0,underfloor,Kartal,6740000.0,526419.6984924623,73260.86956521739,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
102,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,12.449899597988733,4.0,23.0,7.0,7,1,1.0,natural_gas,Kartal,6800000.0,526419.6984924623,43870.967741935485,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
103,Kartal,Gümüşpınar Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10.0,3.0,7.5,1.0,6,1,0.0,natural_gas,Kartal,6000000.0,526419.6984924623,60000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
104,Kartal,Hürriyet Mh.,No,Yes,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.491376746189438,6.0,0.0,4.0,4,3,1.0,natural_gas,Kartal,11000000.0,526419.6984924623,52380.95238095238,0,0,West,0,2,tam_teşekküllü,havuz_yok,0,0,0,0.0,13698890.517431868
105,Kartal,Petroliş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,0.0,2.0,6,1,0.0,natural_gas,Kartal,8600000.0,526419.6984924623,86000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
106,Kartal,Çavuşoğlu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,3.0,7.5,2.0,5,1,1.0,natural_gas,Kartal,8000000.0,526419.6984924623,106666.66666666669,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
107,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,4.0,28.0,9.0,9,1,1.0,central,Kartal,7000000.0,526419.6984924623,58333.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
108,Kartal,Çavuşoğlu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,7.5,1.0,5,1,0.0,natural_gas,Kartal,6200000.0,526419.6984924623,77500.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
109,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.784048752090222,4.0,7.5,4.0,10,2,1.0,natural_gas,Kartal,14200000.0,526419.6984924623,74736.84210526316,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
110,Kartal,Petroliş Mh.,No,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.246211251235321,3.0,0.0,2.0,4,2,1.0,natural_gas,Kartal,6100000.0,526419.6984924623,89705.88235294117,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
111,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.832159566199232,4.0,0.0,3.0,16,1,0.0,other,Kartal,11000000.0,526419.6984924623,78571.42857142857,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
112,Kartal,Orhantepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.24744871391589,3.0,23.0,1.0,7,1,1.0,natural_gas,Kartal,6500000.0,526419.6984924623,43333.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
113,Kartal,Çavuşoğlu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.745966692414834,2.0,0.0,1.0,5,1,1.0,underfloor,Kartal,5300000.0,526419.6984924623,88333.33333333333,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
114,Kartal,Yukarı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.041594578792296,4.0,23.0,1.0,5,2,1.0,natural_gas,Kartal,10500000.0,526419.6984924623,72413.79310344828,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
115,Kartal,Kordonboyu Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.831760866327848,2.0,0.0,25.0,30,1,1.0,fancoil,Kartal,19000000.0,526419.6984924623,243589.7435897436,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
116,Kartal,Kordonboyu Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.745966692414834,2.0,2.0,3.0,7,1,0.0,natural_gas,Kartal,9000000.0,526419.6984924623,150000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
117,Kartal,Cumhuriyet Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.652475842498529,6.0,7.5,6.0,6,2,1.0,natural_gas,Kartal,13200000.0,526419.6984924623,53877.551020408166,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
118,Kartal,Orhantepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,2.0,1.0,7,1,1.0,natural_gas,Kartal,7300000.0,526419.6984924623,81111.11111111111,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
119,Kartal,Petroliş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,10.488088481701515,3.0,13.0,1.0,5,1,1.0,natural_gas,Kartal,7800000.0,526419.6984924623,70909.09090909091,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
120,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,3.0,18.0,7.0,10,2,1.0,natural_gas,Kartal,5198000.0,526419.6984924623,43316.66666666666,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
121,Kartal,Petroliş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.327379053088816,3.0,4.0,3.0,4,1,1.0,natural_gas,Kartal,7940000.0,526419.6984924623,91264.36781609197,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
122,Kartal,Kordonboyu Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.958260743101398,4.0,7.5,7.0,10,2,1.0,natural_gas,Kartal,19800000.0,526419.6984924623,138461.53846153847,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
123,Kartal,Hürriyet Mh.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,4.0,-3.0,5,2,1.0,natural_gas,Kartal,7500000.0,526419.6984924623,57692.307692307695,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
124,Kartal,Orhantepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,18.0,6.0,8,1,0.0,natural_gas,Kartal,8000000.0,526419.6984924623,80000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
125,Kartal,Atalar Mah.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.649110640673518,5.0,0.0,5.0,5,2,1.0,natural_gas,Kartal,11500000.0,526419.6984924623,71875.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
126,Kartal,Çavuşoğlu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11.357816691600547,4.0,7.5,2.0,30,1,1.0,natural_gas,Kartal,7000000.0,526419.6984924623,54263.56589147287,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
127,Kartal,Gümüşpınar Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.723805294763608,4.0,23.0,6.0,15,1,1.0,natural_gas,Kartal,6900000.0,526419.6984924623,60000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
128,Kartal,Atalar Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,11.40175425099138,4.0,0.0,12.0,15,1,1.0,other,Kartal,15600000.0,526419.6984924623,120000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
129,Kartal,Karlıktepe Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.328828005937952,4.0,0.0,30.0,30,2,1.0,other,Kartal,21400000.0,526419.6984924623,140789.47368421053,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
130,Kartal,Soğanlık Yeni Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.774964387392123,3.0,13.0,7.0,15,1,1.0,central,Kartal,8900000.0,526419.6984924623,115584.4155844156,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
131,Kartal,Yakacık Çarşı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,0.0,0.0,4,1,0.0,natural_gas,Kartal,5200000.0,526419.6984924623,57777.77777777778,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
132,Kartal,Petroliş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,0.0,4.0,5,1,1.0,natural_gas,Kartal,8800000.0,526419.6984924623,97777.77777777778,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
133,Kartal,Cevizli Mah.,Unknown,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,35.0,2.0,5,1,1.0,natural_gas,Kartal,5590000.0,526419.6984924623,43000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
134,Kartal,Soğanlık Yeni Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.557438524302,2.0,13.0,15.0,15,1,1.0,natural_gas,Kartal,5600000.0,526419.6984924623,130232.55813953489,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
135,Kartal,Yukarı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.142135623730953,6.0,3.0,6.0,6,2,1.0,natural_gas,Kartal,14000000.0,526419.6984924623,70000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
136,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.180339887498947,4.0,7.5,3.0,6,1,1.0,natural_gas,Kartal,6400000.0,526419.6984924623,51200.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
137,Kartal,Cevizli Mah.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,4.0,35.0,2.0,2,1,1.0,underfloor,Kartal,5000000.0,526419.6984924623,41666.66666666666,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
138,Kartal,Yakacık Çarşı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,2.0,0.0,5,1,0.0,natural_gas,Kartal,3800000.0,526419.6984924623,47500.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
139,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,0.0,2.0,8,1,1.0,natural_gas,Kartal,6200000.0,526419.6984924623,68888.88888888889,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
140,Kartal,Topselvi Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,3.0,0.0,1.0,5,1,1.0,natural_gas,Kartal,6800000.0,526419.6984924623,61818.181818181816,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
141,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.784048752090222,4.0,7.5,5.0,10,2,1.0,natural_gas,Kartal,14400000.0,526419.6984924623,75789.47368421052,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
142,Kartal,Çavuşoğlu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94427190999916,3.0,0.0,1.0,5,1,1.0,natural_gas,Kartal,6600000.0,526419.6984924623,82500.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
143,Kartal,Orhantepe Mah.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.041594578792296,4.0,23.0,4.0,6,2,1.0,natural_gas,Kartal,6400000.0,526419.6984924623,44137.93103448276,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
144,Kartal,Hürriyet Mh.,Unknown,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.954451150103322,4.0,7.5,2.0,6,1,1.0,natural_gas,Kartal,6400000.0,526419.6984924623,53333.333333333336,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
145,Kartal,Karlıktepe Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.366600265340756,3.0,23.0,-2.0,5,1,0.0,natural_gas,Kartal,3100000.0,526419.6984924623,44285.71428571428,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
146,Kartal,Orhantepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,3.0,1.0,4,1,1.0,natural_gas,Kartal,8300000.0,526419.6984924623,92222.22222222222,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
147,Kartal,Petroliş Mh.,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.41640786499874,5.0,0.0,8.0,8,2,1.0,natural_gas,Kartal,10200000.0,526419.6984924623,56666.66666666666,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
148,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,3.0,23.0,8.0,9,1,1.0,central,Kartal,6000000.0,526419.6984924623,60000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
149,Kartal,Uğur Mumcu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.660254037844387,3.0,2.0,1.0,5,1,0.0,natural_gas,Kartal,5720000.0,526419.6984924623,76266.66666666667,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
150,Kartal,Uğur Mumcu Mh.,Yes,Unknown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.488088481701515,3.0,28.0,11.0,11,1,1.0,natural_gas,Kartal,7000000.0,526419.6984924623,63636.36363636364,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
151,Kartal,Petroliş Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.723805294763608,4.0,0.0,2.0,10,1,1.0,other,Kartal,13400000.0,526419.6984924623,116521.73913043478,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
152,Kartal,Çavuşoğlu Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.40175425099138,4.0,0.0,1.0,7,2,1.0,natural_gas,Kartal,9580000.0,526419.6984924623,73692.30769230769,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
153,Kartal,Esentepe Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.486832980505138,3.0,0.0,3.0,5,1,1.0,natural_gas,Kartal,8600000.0,526419.6984924623,95555.55555555556,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
154,Kartal,Hürriyet Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.219544457292889,3.0,0.0,2.0,24,1,1.0,other,Kartal,8300000.0,526419.6984924623,97647.0588235294,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
155,Kartal,Petroliş Mh.,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.723805294763608,4.0,23.0,6.0,6,1,1.0,natural_gas,Kartal,6000000.0,526419.6984924623,52173.91304347826,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
156,Kartal,Kordonboyu Mah.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,7.071067811865476,1.0,1.0,6.0,30,1,1.0,air_based,Kartal,7200000.0,526419.6984924623,144000.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
157,Kartal,Yakacık Çarşı Mh.,No,Yes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.180339887498947,4.0,23.0,4.0,4,1,1.0,natural_gas,Kartal,6200000.0,526419.6984924623,49600.0,0,0,West,0,0,yok,havuz_yok,0,0,0,0.0,13698890.517431868
